UNAIDS_year,iso3,subnational,group,site,point,latitude,longitude,geopositioning_method,admin_level,shapefile,location_code,flag,UNAIDS_lat,UNAIDS_lon,Distance,,Checked,
2017,COD,,Urbain,MBUJI MAYI,1,-6.15,23.6,ancss-coordinates-master-list_2018-03-06,,,,,-6.15,23.6,,,,
2017,COD,,Rural,MIKALAYI,1,-6.02461,22.318017,ancss-coordinates-master-list_2018-03-06,,,,,-6.02461,22.318017,,,,
2017,COD,,Urbain,MUENE DITU,1,-7,23.45,ancss-coordinates-master-list_2018-03-06,,,,,-7,23.45,,,,
2017,COD,,Rural,MUSOSHI,1,-12.249375,27.642694,democratic-republic-of-the-congo-healthsites-csv,,,,,-12.2503268,27.646418,,,,
2017,COD,,Rural,NEISU,1,2.7310053,27.4039731,ancss-coordinates-master-list_2018-03-06,,,,,2.7310053,27.4039731,,,,
2017,COD,,Urbain,NGABA,1,-4.377255,15.322378,Google maps - multiple hospitals found. Using mid-point,,,,,-4.3785346,15.3218997,,,,
2017,COD,,Rural,NIOKI,1,-2.716583,17.683306,ancss-coordinates-master-list_2018-03-06,,,,,-2.716583,17.683306,,,,
2017,COD,,Rural,RUZIZI,1,-3.1800991,29.1523735,ancss-coordinates-master-list_2018-03-06,,,,,-3.1800991,29.1523735,,,,
2017,COD,,Urbain,TSHIKAPA,1,-6.416667,20.8,ancss-coordinates-master-list_2018-03-06,,,,,-6.416667,20.8,,,,
2017,COD,,Rural,TSHILENGE,,,,Cannot find- TSHILENGE area too large,,,,,-6.033623,23.5728501,,,,
2017,COD,,Rural,VANGA,1,-4.4253632,18.4202692,ancss-coordinates-master-list_2018-03-06,,,,,-4.4253632,18.4202692,,,,
2017,COD,,Rurale,VANGA,1,-4.4253632,18.4202692,ancss-coordinates-master-list_2018-03-06,,,,,-4.4253632,18.4202692,,,,
2017,COD,,Rural,WALIKALE,1,-1.428418,28.076133,Google maps - using town gps,,,,,-1.4296737,28.0742249,,,,
2017,COD,,Rural,WATSA,1,3.041894,29.523994,Google maps,,,,,3.033069,29.5397706,,,,
2017,COD,,Rural,ZONGO LIBENGE,,,,"Cannot find - ""Zongo"" and ""LIBENGE"" are health districts 70 km apart",,,,1,,,,,,
1111,COD,,,CB MATONGE,1,-4.341438,15.319285,Google maps - Multiple hospitals found. Using mid-point,,,,,,,,,,
1111,COD,,,Cliniques Universitaires,1,-4.4142264,15.3052067,http://www.spatialepidemiology.net/user_maps/,,,,,,,,,,
1111,COD,,,CS-SPTK,,,,Cannot find,,,,,,,,,,
1111,COD,,,Demba,1,-2.5433737,28.8679236,http://www.spatialepidemiology.net/user_maps/,,,,,,,,,,
1111,COD,,,KABINDA,,,,DUPLICATE,,,,,,,,,,
1111,COD,,,Kindu,1,-2.9492205,25.9231471,http://www.spatialepidemiology.net/user_maps/,,,,,,,,,,
1111,COD,,,KISANGANI,,,,DUPLICATE,,,,,,,,,,
1111,COD,,,MBANDAKA,,,,DUPLICATE,,,,,,,,,,
1111,COD,,,Nyankunde,1,1.4354971,29.99863529,http://www.spatialepidemiology.net/user_maps/,,,,,,,,,,
1111,COD,,,Yambuku,1,2.82558,22.226436,Google maps - NO hospital found. Using town gps,,,,,,,,,,
2017,COG,,Rural,1 Arm?e du Salut Sibiti (%),1,-3.6830735,13.3408784,"google maps - used town GPS ""sibiti""",,,,1,,,,,,
2017,COG,,Rural,10 CSI MBAMA (%),1,-3.593889,14.466389,google - used Town GPS- https://geographic.org/geographic_names/name.php?uni=-3055543&fid=996&c=congo_republic_of_the,,,,,,,,,,
2017,COG,,Urbain,11 CSI MBINDJO (%),1,1.633228,18.0541313,http://www.spatialepidemiology.net/user_maps,,,,,-0.228021,15.827659,,,,
2017,COG,,Rural,14 CSI-DJENO (%),1,-4.922,11.9481,osm.org - used town GPS,,,,,,,,,,
2017,COG,,Rural,170 Arm?e du Salut Madingou (%),1,-4.166236,13.5449839,google maps - used Town GPS,,,,,,,,,,
2017,COG,,Rural,18 CSI-Makoua (%),1,-0.005107,15.619299,Google maps - using town gps,,,,,-0.004491,15.6119301,,,,
2017,COG,,Rural,22 ETOUMBI (%),1,0.021158,14.892615,Google maps - using town gps,,,,,0.0202834,14.8892473,,,,
2017,COG,,Urbain,23 EX SUCO (%),1,-4.2680889,15.2907504,http://www.medpages.co.za/sf/index.php?page=organisation&orgcode=343284,,,,,-0.228021,15.827659,,,,
2017,COG,,Urbain,24 FLEUVE CONGO (%),1,-4.2330417,15.2946424,google maps,,,,,-4.2330417,15.2968311,,,,
2017,COG,,Rural,32 HELP (%),1,-3.98374,11.31883,OSM-used town GPS,,,,,-0.228021,15.827659,,,,
2017,COG,,Urbain,33 Hopital G?n?ral de Dolisie (%),1,-4.1932057,12.6592027,google maps - Hopital G�n�ral de Dolisie (%),,,,,,,,,,
2017,COG,,Rural,35 HINDA (%),1,-4.2747354,15.2403538,ancss-coordinates-master-list_2018-03-06,,,,,-4.2747354,15.2403538,,,,
2017,COG,,Urbain,36 HR des Arm?es (%),1,-4.793233,11.85567,https://yaarla.com/annuaire/sante/38625:hopital-regional-des-armees.html,,,,,,,,,,
2017,COG,,Rural,4 BOHONA,,,,Cannot find,,,,1,,,,,,
2017,COG,,Urbain,40 IFO (%),1,1.613611,16.051667,ancss-coordinates-master-list_2018-03-06,,,,,1.613611,16.051667,,,,
2017,COG,,Rural,41 INDO (%),1,-3.71079,13.37376,osm.org - used town GPS,,,,,,,,,,
2017,COG,,Urbain,42 INFIRMERIE GARNISON (%),1,-4.2755381,15.2664229,Google Maps -  H�pital Central des Arm�es (It was renaimed this in the 1980s),,,,,-0.228021,15.827659,,,,
2017,COG,,Rural,43 INKOUELE (%),1,-1.5986,15.8742,Geonames- used village GPS,,,,,-0.228021,15.827659,,,1,
2017,COG,,Urbain,44 CIS Jane Viale Pointe-Noire (%),1,-4.785673,11.872074,Google maps - multiple hospitals found. Using mid-point (double check),,,,,-4.7691623,11.866362,,,,
2017,COG,,Rural,46 LOUINGUI (%),1,-4.2485165,15.2896946,spatialepidemolgy.net,,,,,,,,,,
2017,COG,,Rural,48 MADINGOU (%),1,-4.1682452,13.5523679,ancss-coordinates-master-list_2018-03-06,,,,,-4.1682452,13.5523679,,,,
2017,COG,,Rural,49 MADINGOU KAYES (%),1,-4.4352337,11.6982899,http://www.spatialepidemiology.net/user_maps,,,,,-0.228021,15.827659,,,,
2017,COG,,Urbain,52 MAHOUATA (%),1,-4.78394,11.87654,OSM- used suburb GPS,,,,,-0.228021,15.827659,,,,
2017,COG,,Rural,60 Moungoungui (%),1,2.99965,17.75564,bing maps,,,,,,,,,,
2017,COG,,Rural,63 NZASSI (%),1,-4.98414,12.04095,OSM- used village GPS,,,,,-0.228021,15.827659,,,,
2017,COG,,Urbain,65 POKOLA (%),1,1.4177481,16.3287199,spatialepidemolgy.net,,,,,,,,,,
2017,COG,,Urbain,9 CSI Marien Ngouabi (%),1,-4.2762916,15.2480055,ancss-coordinates-master-list_2018-03-06,,,,,-4.2762916,15.2480055,,,,
2017,COG,,Rural,Cuvette,0,,,,1,COG_Admin_1_2012_alt,971,,-0.2877446,16.1580937,,,,
2017,COG,,Rural,Cuvette ouest,0,,,,1,COG_Admin_1_2012_alt,972,,-0.866667,14.816667,,,,
2017,COG,,Urbain,Département Bouenza,0,,,,1,COG_Admin_1_2012_alt,970,,,,,,,
2017,COG,,Urbain,Département de Brazzaville,0,,,,1,COG_Admin_1_2012_alt,3150701,,,,,,,
2017,COG,,Urbain,Département de la sangha,0,,,,1,COG_Admin_1_2012_alt,979,,,,,,,
2017,COG,,Urbain,Département Niari,0,,,,1,COG_Admin_1_2012_alt,976,,,,,,,
2017,COG,,Urbain,Département Pointe-noire,0,,,,1,COG_Admin_1_2012_alt,3150704,,,,,,,
2017,COG,,Rural,Kouilou,0,,,,1,COG_Admin_1_2012_alt,3150703,,0.4286632,14.6966832,,,,
2017,COG,,Rural,Lékoumou,0,,,,1,COG_Admin_1_2012_alt,974,,,,,,,
2017,COG,,Rural,Likouala,0,,,,1,COG_Admin_1_2012_alt,975,,1.6259451,18.0539382,,,,
2017,COG,,Urbain,Loubomo (%),,,,not mapping because its masked by admin 1 (Niari),,,,1,-4.2,12.666667,,,,
2017,COG,,Urbain,Mossendjo (%),,,,not mapping because its masked by admin 1 (Niari),,,,1,-2.9655267,12.7278766,,,,
2017,COG,,Rural,Mouyondzi (%),0,,,,2,admin2013_2,14427,,-3.9924571,13.9289005,,,,
2017,COG,,Urbain,Ndakasussou (%),,,,Cannot find,,,,1,-0.228021,15.827659,,,,
2017,COG,,Urbain,Nkayi (%),0,,,,2,admin2013_2,14428,,-4.1828379,13.2865504,,,,
2017,COG,,Urbain,Ouesso (%),0,,,,2,admin2013_2,14466,,1.613611,16.051667,,,,
2017,COG,,Rural,Owando (%),0,,,,2,admin2013_2,14437,,-0.483333,15.9,,,,
2017,COG,,Rural,Plateaux,0,,,,1,COG_Admin_1_2012_alt,977,,-2.55,14.75,,,,
2017,COG,,Rural,Pool,0,,,,1,COG_Admin_1_2012_alt,3150702,,-4.361389,14.764444,,,,
2017,COG,,Rural,Sibiti (%),0,,,,2,admin2013_2,14444,,-3.685833,13.345833,,,,
2018,COM,,Female Population,MWALI,0,,,,1,gadm_36_ad1,1051,,,,,,,
2018,COM,,Female Population,NDZUWANI,0,,,,1,gadm_36_ad1,3051,,,,,,,
2018,COM,,Female Population,NGAZIDJA,0,,,,1,gadm_36_ad1,2051,,,,,,,
2016,CPV,,Pop féminine restante,Praia,0,,,,2,admin2013_2,12823,,,,,,,
2016,CPV,,Pop féminine restante,S.Vicente,0,,,,2,admin2013_2,12833,,,,,,,
2016,CPV,,Pop f�minine restante,Santa Catarina,0,,,,2,admin2013_2,12824,,,,,,,
2016,CPV,,Pop féminine restante,Santa Catarina,0,,,,2,admin2013_2,12824,,,,,,,
2016,CPV,,Pop féminine restante,Fogo,0,,,,2,CPV_FogoIsland,1,,,,,,,
2016,CPV,,Pop féminine restante,Sal,0,,,,2,admin2013_2,12821,,,,,,,
2017,DJI,,Urbaine,CCS HAY,1,11.566925,43.104044,Google maps and https://maps.me/catalog/health/amenity-hospital/country-djibouti/,,,,,,,,,,
2017,DJI,,Rurale,CMH ALI SABIEH,1,11.160906,42.705806,Google maps,,,,,,,,,,
2017,DJI,,Rurale,CMH DIKHIL,1,11.107926,42.371473,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,DJI,,Rurale,CMH OBOCK,1,11.962263,43.289552,Google maps,,,,,,,,,,
2017,DJI,,Rurale,CMH TADJOURAH,1,11.78976,42.888958,Google maps,,,,,,,,,,
2017,DJI,,Urbaine,CSC AMB,1,11.5679201,43.1368625,Google Maps - town GPS Ambouli,,,,,,,,,,
2017,DJI,,Urbaine,CSC ARH,1,11.55919,43.096651,Google maps and https://maps.me/catalog/health/amenity-hospital/country-djibouti/,,,,,,,,,,
2017,DJI,,Urbaine,CSC BB1,1,11.55135,43.111596,Google maps and https://maps.me/catalog/health/amenity-hospital/country-djibouti/,,,,,,,,,,
2017,DJI,,Urbaine,CSC BB2,1,11.556362,43.124139,Google maps and https://maps.me/catalog/health/amenity-hospital/country-djibouti/,,,,,,,,,,
2017,DJI,,Urbaine,CSC ENG,1,11.5892007,43.1413858,Einguella,,,,,,,,,,
2017,DJI,,Urbaine,CSC FH,1,11.58676855,43.151892,djibouti.csv Farahad,,,,,,,,,,
2017,DJI,,Urbaine,CSC IB,1,11.5755556,43.1442002,Ibrahim Balala - http://wikimapia.org/34885896/fr/Centre-de-Sant%C3%A9-Communautaire-Ibrahim-Balala,,,,,,,,,,
2017,DJI,,Urbaine,CSC KB,,,,Cannot find - Khor Bourhan,,,,,,,,,,
2017,DJI,,Urbaine,CSC OPS2,,,,Cannot find,,,,,,,,,,
2017,DJI,,Urbaine,CSC PK12,1,11.5608461,43.0815017,google maps,,,,,,,,,,
2017,DJI,,Urbaine,CSC PK13,1,11.5675,43.0814224,http://wikimapia.org/27208840/PK13-School,,,,,,,,,,
2017,ERI,,Urban,Akordet,1,15.547079,37.882941,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Urban,Akria,,,,Cannot find,,,,,,,,,,
2017,ERI,,Rural,Areza,1,14.924943,38.562898,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Urban,Asseb,1,13.015833,42.744722,http://wikimapia.org/12056896/Assab-Hospital,,,,,,,,,,
2017,ERI,,Urban,Barentu,1,15.097747,37.580758,Google maps,,,,,,,,,,
2017,ERI,,Urban,Dekemhare,1,15.069097,39.046633,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Urban,Edaga hamus,1,15.3442,38.93661,OSM- used town GPS,,,,,,,,,,
2017,ERI,,Rural,Geleb,1,15.83134,38.78472,Geonames - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Rural,Haycota,1,15.85929,37.080145,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Urban,Keren,1,15.780532,38.450549,Google maps,,,,,,,,,,
2017,ERI,,Urban,Massawa,1,15.622825,39.465434,Google maps,,,,,,,,,,
2017,ERI,,Urban,Mendefera,1,14.888742,38.815029,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Rural,Serejeka,1,15.494405,38.857207,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Rural,Sheib,1,16.032937,39.249509,Google maps - no hospital found. Used town gps,,,,,,,,,,
2017,ERI,,Urban,Tesseney,1,15.114852,36.661053,Google maps,,,,,,,,,,
1111,ERI,,,Amatere,1,15.60779,39.4514,Geonames,,,,,,,,,,
1111,ERI,,,Hagaz Com Hosp,1,15.703189,38.271432,OSM- used town GPS,,,,,,,,,,
1111,ERI,,,Haikota,1,15.1812,37.0812,"OSM- used town GPS ""Haykota""",,,,,,,,,,
1111,ERI,,,Joko Com Hosp,,,,Cannot find,,,,,,,,,,
1111,ERI,,,Joko,,,,Cannot find,,,,,,,,,,
1111,ERI,,,Kutmia Com Hosp,,,,Cannot find,,,,,,,,,,
2018,ERI,,Urban,Semenawi Asmara,,,,cannot find,,,,,,,,,,
2017,ETH,Tigray,,Abi Adi-Rural,,,,DUPLICATE,,,,1,4.8,37.2333333,,,0,Rural unspecified
2017,ETH,Tigray,Urban,Abi Adi-Urban,1,13.6258,38.999,ancss-coordinates-master-list_2018-03-06,,,,,13.6258,38.999,,,1,
2017,ETH,Affar,Rural,Aboala HC,1,13.342167,39.7517,Google maps- Used Abala Hospital,,,,1,11.3,37.5166667,335.0619317,,1,
2017,ETH,Oromiy,Rural,Abomsa HC,1,8.487667,39.82655,Google maps,,,,1,8.583333,39.85,11.46260031,,1,
2017,ETH,Amhara,Urban,Addis Zemen,1,12.121233,37.77405,ETH_HealthFacilities.dbf,,,,,12.1235658,37.7795618,0.135289153,,1,
2017,ETH,Tigray,Rural,Adigoshu,1,14.157317,37.30465,ancss-coordinates-master-list_2018-03-06,,,,,14.1629,37.3114,,,1,
2017,ETH,Tigray,Urban,Adigrat ,1,14.273783,39.45805,Google maps,,,,,,,,,1,
2017,ETH,SNNP,Rural,Agam HC,1,7.689767,38.223667,ETH_HealthFacilities.dbf,,,,,9.75,40.1,,,1,
2017,ETH,Oromiy,Rural,Aira,1,9.156433,35.471083,Google maps,,,,,9.105974,35.3997838,0.167542517,,1,
2017,ETH,Addisababa,Total,Akaki,1,8.873683,38.787117,Google maps,,,,1,9.15,37.733333,119.5117831,,1,
2017,ETH,Oromiy,Rural,Alem Teferi HC,1,8.923727,35.220246,Google maps - used Dajajo Akakili Hospital,,,,,8.899755,35.224522,2.707486258,,1,
2017,ETH,Oromiy,Urban,Alemaya,1,9.388265,42.01732,Google maps -using Haromaya Health Center,,,,,9.4,42.0055556,1.83587863,,1,
2017,ETH,SNNP,Urban,Aletawondo HC,1,6.601527,38.414642,Google maps,,,,,,,,,1,
2017,ETH,Oromiy,Rural,Amaya Clinic,1,8.589217,37.753583,ETH_HealthFacilities.dbf,,,,,12.4324471,38.7171796,,,1,
2017,ETH,Amhara,Rural,Amdework,1,12.429806,38.716174,Google maps - no hospital found. Used town gps,,,,1,9.9889323,37.0266145,328.158736,,1,
2017,ETH,Oromiy,Rural,Amuru Jarite HC,1,9.993105,37.029675,Google maps - Used Amuru. No hospital found. Used town gps,,,,1,13.95,40.6666669,591.8190715,,1,
2017,ETH,Amhara,Rural,Arerti,1,8.922453,39.425274,Google maps - multiple hospitals found on outer edge of town,,,,1,11.613303,41.416995,370.2599633,,1,
2017,ETH,Benis Gumz,Urban,Assosa,1,10.060503,34.548554,Google maps,,,,,10.0676251,34.5445025,0.907990472,,1,
2017,ETH,Tigray,Rural,Atsbi,1,13.865185,39.738537,Google maps - using Atsibi Mulu Health Center,,,,,13.866667,39.733333,0.585649906,,1,
2017,ETH,SNNP,Rural,Attat Hospital,1,8.176506,37.789269,Google maps,,,,,8.1764413,37.7892834,0.007369139,,1,
2017,ETH,SNNP,Urban,Awassa,1,7.047788,38.479626,Google maps - multiple hospitals found in town,,,,,7.0503742,38.4955043,1.776239395,,1,
2017,ETH,Somali,Rural,Awbere HC,1,9.780526,43.219318,Google maps - using Awbare Health Center,,,,,9.7808,43.2194,0.031774756,,1,
2017,ETH,Affar,Urban,Aysaita,1,11.57065,41.426333,Google maps,,,,,,,,,1,
2017,ETH,Amhara,Urban,Bahir Dar (HC),1,11.594766,37.382633,ETH_HealthFacilities.dbf,,,,,11.6,37.383333,0.587151863,,1,
2017,ETH,Amhara,Urban,Bahir Dar (Hsp),1,11.584918,37.387004,Google maps - used Bahir Dar Han Health Center,,,,,11.6,37.383333,1.724596191,,1,
2017,ETH,SNNP,Rural,Bechi HC,1,7.23333,35.56667,Geonames - no hospital found. Used town gps,,,,,7.246272,35.554272,1.985895193,,1,
2017,ETH,Oromiy,Rural,Begi,1,9.344991,34.531209,Google maps,,,,,9.3407352,34.5,3.457877302,,1,
2017,ETH,SNNP,Rural,Belle HC,1,8.6250997,34.705655,ancss-coordinates-master-list_2018-03-06,,,,,8.6250997,34.705655,,,1,
2017,ETH,Amhara,Rural,Bibugne,1,10.8506,37.7438,ancss-coordinates-master-list_2018-03-09,,,,,10.8506,37.7438,,,1,
2017,ETH,Dire Dawa,TOTAL,Biyowale HC,1,9.520733,42.0082,ancss-coordinates-master-list_2018-03-06,,,,,9.5163,42.0171,,,1,
2017,ETH,Amhara,Rural,Bora,1,10.676467,40.040567,ETH_HealthFacilities.dbf,,,,1,8.4,39.133333,277.6186106,,1,
2017,ETH,Oromiy,Rural,Borena Dadim,1,6.472467,37.63715,ETH_HealthFacilities.dbf,,,,,,,,,1,
2017,ETH,SNNP,Rural,Buee HC,1,8.324733,38.552917,ETH_HealthFacilities.dbf,,,,,,,,,1,
2017,ETH,Amhara,Rural,Chara,1,11.193775,36.759395,Google maps - multiple hospitals found on outer edge of town,,,,1,7.283333,36.4166669,436.5816105,,1,
2017,ETH,SNNP,Rural,Chencha Hospital,1,6.260379,37.571848,Google maps,,,,,6.258692,37.5726199,0.206142084,,1,
2017,ETH,Tigray,Rural,Chercher,1,12.525783,39.774667,ETH_HealthFacilities.dbf,,,,1,9.233333,41.1666669,397.6293962,,1,
2017,ETH,Oromiy,Rural,Chewaka HC,1,8.90785,36.1527,ETH_HealthFacilities.dbf,,,,,8.9089,36.1535,,,1,
2017,ETH,Affar,Rural,Chifra,1,11.603103,40.017077,Google maps - no hospital found. Used town gps,,,,,11.5933,40.0302,1.798181159,,1,
2017,ETH,SNNP,Rural,Chiri HC,1,7.134024,36.183165,Google maps - using Lalmba Chiri Health cneter,,,,,7.116667,36.183333,1.930705257,,1,
2017,ETH,Oromiy,Urban,Chiro,1,9.070086,40.864773,Google maps,,,,,9.083333,40.866667,1.488074633,,1,
2017,ETH,Amhara,Rural,Dangla,1,11.256152,36.845291,Google maps,,,,,11.2571492,36.8411747,0.462543493,,1,
2017,ETH,SNNP,Rural,Daye HC,1,6.632126,38.701573,Google maps,,,,,,,,,1,
2017,ETH,Benis Gumz,Rural,Debate HC,1,10.773317,36.276,ancss-coordinates-master-list_2018-03-06,,,,,10.7778,36.2683,,,1,
2017,ETH,Affar,Rural,Delfage HC,1,10.6254,40.3105,ancss-coordinates-master-list_2018-03-06,,,,,10.6254,40.3105,,,1,
2017,ETH,Amhara,Rural,Delgi,1,12.1935,37.050651,Google maps - no hospital found. Used town gps,,,,,12.2,37.049426,0.735158056,,1,
2017,ETH,Oromiy,Rural,Dello,1,7.252724,40.468298,Google maps - no hospital found. Used town gps,,,,,7.25,40.466667,0.352406498,,1,
2017,ETH,Oromiy,Rural,Derra,1,8.330932,39.319194,Google maps - using Dhera Health Center,,,,,8.330957,39.32,0.088748792,,1,
2017,ETH,SNNP,Urban,Dilla,1,6.398458,38.312631,Google maps,,,,,6.408333,38.308333,1.196735085,,1,
2017,ETH,Dire Dawa,TOTAL,Diredawa (HC),1,9.6033,41.8643,ancss-coordinates-master-list_2018-03-06,,,,,9.6033,41.8643,,,1,
2017,ETH,Dire Dawa,TOTAL,Diredawa (Hsp),1,9.5881877,41.8597555,ancss-coordinates-master-list_2018-03-06,,,,,9.5881877,41.8597555,,,1,
2017,ETH,Somali,Rural,Dolo Odo HC,1,4.179082,42.050946,Google maps - using Dolo Health Center,,,,,4.1791,42.0511,0.017200769,,1,
2017,ETH,Affar,Urban,Dubti,1,11.733484,41.081253,Google maps,,,,,11.733333,41.083333,0.227145497,,1,
2017,ETH,Tigray,Rural,Edaga Arbi,1,14.038883,39.066033,ETH_HealthFacilities.dbf,,,,1,14.0390794,39.0669615,27.11224368,,1,
2017,ETH,Tigray,Rural,Enda Mariam Kanaro (Tigray),1,13.4531274,39.2542635,Google maps- used town gps,,,,,,,,,1,
2017,ETH,Amhara,Rural,Enewari,1,9.892601,39.147592,Google maps - no hospital found. Used town gps,,,,,9.8948424,39.1465637,0.27359052,,1,
2017,ETH,Somali,Rural,Erer HC,1,9.55574,41.384335,Google maps - using Gota Hospital,,,,,9.566667,41.383333,1.220367345,,1,
2017,ETH,Amhara,Urban,Estie,1,11.6058,38.056,ancss-coordinates-master-list_2018-03-08,,,,,11.6058,38.056,,,1,
2017,ETH,Gambela,TOTAL,Gambella,1,8.242936,34.580301,Google maps,,,,,8.2485,34.5936,1.589394567,,1,
2017,ETH,Oromiy,Rural,Gambo,1,7.306377,38.813569,Google maps,,,,,7.3058884,38.8152659,0.194942195,,1,
2017,ETH,SNNP,Rural,Gazer HC,1,5.905587,36.578017,Google maps - near Gazer HS and Gazer market,,,,,5.9066,36.5746,0.394488689,,1,
2017,ETH,Oromiy,Rural,Gida Ayana HC,1,9.881221,36.621939,Google maps,,,,,9.8690013,36.6276109,1.494563525,,1,
2017,ETH,SNNP,Rural,Gimbichu HC,1,7.442167,37.619917,ETH_HealthFacilities.dbf,,,,1,8.9677,39.1153,235.1754018,,1,
2017,ETH,Somali,Urban,Gode,1,5.959559,43.551274,Google maps - using Godey Hospital,,,,,5.9484979,43.5655004,1.997684913,,1,
2017,ETH,Amhara,Urban,Gonder HC,1,12.605291,37.469406,ETH_HealthFacilities.dbf,,,,,12.6,37.466667,0.659356107,,1,
2017,ETH,Oromiy,Rural,Gossa Clinic (Bore) ,1,6.35755,38.6084,ETH_HealthFacilities.dbf,,,,,,,,,1,
2017,ETH,Amhara,Rural,Guhala,1,12.395173,38.081111,ancss-coordinates-master-list_2018-03-06,,,,,12.395173,38.081111,,,1,
2017,ETH,Addisababa,Total,Gulele,1,9.046309,38.765142,Google maps,,,,,9.0680916,38.7420548,3.50734248,,1,
2017,ETH,Amhara,Rural,Haik,1,11.308231,39.678064,Google maps,,,,,11.3109492,39.6801958,0.381412949,,1,
2017,ETH,SNNP,Rural,Hana HC,,,,Cannot find- hana health center but not in SNNP,,,,1,,,,,0,
2017,ETH,Harari,TOTAL,Harari (Hiywot Fana),1,9.305418,42.129159,Google maps,,,,,9.305376,42.1291694,0.004809108,,1,
2017,ETH,Harari,TOTAL,Hasange HC,,,,Cannot find,,,,1,,,,,0,
2017,ETH,Addisababa,Total,Higher 23,1,8.994999,38.727568,Google maps: Found school with this name with 2 hospitals nearby. School was <2 km away from either so put gps on school,,,,,8.9951684,38.7278632,0.037507579,,1,
2017,ETH,SNNP,Urban,Hossana,1,7.550955,37.84713,Google maps,,,,,7.5509368,37.8471547,0.003393503,,1,
2017,ETH,Gambela,TOTAL,Itang HC,1,8.194873,34.26949,Google maps- - using Etang Health Center,,,,,8.1918,34.2818,1.397702338,,1,
2017,ETH,Amhara,Rural,Jama,1,7.4462838,38.0202645,ancss-coordinates-master-list_2018-03-06,,,,,7.4462838,38.0202645,,,1,
2017,ETH,Amhara,Rural,Jaragedo,1,11.40067,37.883885,Google maps - no hospital found. Used town gps,,,,,11.4003954,37.881734,0.236515213,,1,
2017,ETH,Somali,Urban,Jijiga,1,9.359633,42.790744,Google maps - using Meles Zenawi Memorial Referral Hospital,,,,,9.3567838,42.7955185,0.612381098,,1,
2017,ETH,Oromiy,Urban,Jimma,1,7.676462,36.829775,Google maps - used Jimma Health Center,,,,,7.666667,36.833333,1.157943645,,1,
2017,ETH,Benis Gumz,Rural,Kamashi HC,1,9.4998,35.8695,ancss-coordinates-master-list_2018-03-06,,,,,9.4998,35.8695,,,1,
2017,ETH,SNNP,Rural,Karat HC,1,5.338019,37.44247,ancss-coordinates-master-list_2018-03-06,,,,,5.338019,37.44247,,,1,
2017,ETH,Addisababa,Total,Kazanchis,1,9.013418,38.772425,Google maps,,,,,9.0165737,38.7760791,0.533242954,,1,
2017,ETH,Somali,Rural,Kebribeyah HC,1,9.101802,43.177749,Google maps - no hospital found. Used town gps,,,,,9.0936,43.176,0.932311221,,1,
2017,ETH,Somali,Rural,Kelafo HC,1,5.607019,44.132469,Google maps - no hospital found. Used town gps,,,,1,5.666667,44.166667,7.638585968,,1,
2017,ETH,Amhara,Rural,Kelala,1,10.465822,38.799828,Google maps - no hospital found. Used town gps,,,,,10.466667,38.8,0.09585358,,1,
2017,ETH,Affar,Rural,Kelewan HC,1,12.148411,39.91714,ancss-coordinates-master-list_2018-03-07,,,,,12.148411,39.91714,,,1,
2017,ETH,Oromiy,Rural,Kokosa HC,1,6.739107,38.788316,Google maps - no hospital found. Used town gps,,,,,6.738139,38.7865445,0.223348482,,1,
2017,ETH,Addisababa,Total,Kolfe HC,1,9.044821,38.710834,Google maps,,,,,9.0256811,38.7027739,2.305702948,,1,
2017,ETH,Amhara,Rural,Kone,1,8.86667,39.66667,Geonames ,,,,1,8.8,39.691667,7.908280244,,1,
2017,ETH,Gambela,TOTAL,Korgang HC,1,8.32665,33.94285,ETH_HealthFacilities.dbf,,,,,,,,,1,
2017,ETH,Addisababa,Total,Kotebe HC,1,9.030763,38.829675,Google maps,,,,,9.0309397,38.8323109,0.290222589,,1,
2017,ETH,Oromiy,Rural,Limu Seka HC,1,8.33333,36.999925,Geonames - no hospital found. Used town gps,,,,1,8.3043,36.9426,7.087451649,,1,
2017,ETH,Tigray,Urban,Maychew,1,12.780438,39.54329,Google maps,,,,,12.783333,39.533333,1.127050555,,1,
2017,ETH,Tigray,Urban,Mekele,1,13.500105,39.484223,Google maps,,,,,13.483333,39.466667,2.661943308,,1,
2017,ETH,Amhara,Rural,Mekoy,1,10.721481,39.861724,Google maps - used Kemisie Health Center,,,,1,10.6986061,39.7827998,8.993235718,,1,
2017,ETH,Benis Gumz,Rural,Menge HC,1,10.357753,34.760838,Google maps - no hospital found. Used town gps,,,,,10.3590852,34.7602683,0.16075778,,1,
2017,ETH,Amhara,Rural,Mertolemariam,1,10.8584,38.2826,ancss-coordinates-master-list_2018-03-10,,,,,10.8584,38.2826,,,1,
