"GAUL_CODE","year","hiv_test","NAME","COUNTRY_ID","ADMN_LEVEL","PARENT_ID","Area","shapefile"
"1199",2006,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2007,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2008,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2009,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2010,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2011,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2012,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2013,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2014,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2015,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2016,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2017,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2004,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2005,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2001,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2002,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2003,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2000,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1200",2002,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2003,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2004,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2005,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2006,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2007,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
