"GAUL_CODE","year","hiv_test","NAME","COUNTRY_ID","ADMN_LEVEL","PARENT_ID","Area","shapefile"
"1373",2000,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2010,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2007,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2008,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2009,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2002,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2011,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2012,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2001,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2005,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2006,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2015,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2003,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2013,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2014,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2004,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2017,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1373",2016,NA,"Kaolack","SEN","1","217",NA,"admin2013_1"
"1374",2017,0.0083977154139949,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2004,0.0155653859530685,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2007,0.0159554523007916,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2008,0.0151955329137965,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2006,0.0153636141807384,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2016,0.00817774472505942,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2003,0.0138996561127693,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2005,0.015386961131904,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2015,0.00964930783540257,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2010,0.014992746203846,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2011,0.0144978586036847,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2002,0.0122089284921715,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2009,0.0154697330130498,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2014,0.00995901214940632,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2001,0.012494438502078,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2012,0.0126600019407408,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2013,0.0100597526878548,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1374",2000,0.0125493843925799,"Kedougou","SEN","1","217",NA,"admin2013_1"
"1375",2000,0.0123015197873011,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2004,0.0175011394061536,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2001,0.0131366070633076,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2002,0.0138318346807124,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2003,0.0154178711106148,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2013,0.0156131918240378,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2010,0.01913427773524,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2011,0.0191403217948506,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2012,0.0164195994842019,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2005,0.0175588473250446,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2014,0.0157949969630622,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2015,0.0153643938564449,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2016,0.0150489452522606,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2008,0.0178517274094311,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2009,0.0185206174276642,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2006,0.0164958464858942,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2007,0.0176223686456844,"Kolda","SEN","1","217",NA,"admin2013_1"
"1375",2017,0.0133746017533553,"Kolda","SEN","1","217",NA,"admin2013_1"
"1376",2006,0.0166884095386688,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2010,0.0172681157525838,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2007,0.0166446954137697,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2008,0.0171285409809648,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2009,0.0168734493826801,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2014,0.0134401813193163,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2011,0.0175904349712069,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2012,0.0162079179502849,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2017,0.0125989271891512,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2004,0.0165644547365913,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2005,0.0180534678819473,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2015,0.0141382118443919,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2016,0.0134656820965879,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2013,0.015277298266216,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2000,0.0115999497074029,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2001,0.0124159773009983,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2003,0.0145902162224122,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1376",2002,0.0132943485778149,"Sedhiou","SEN","1","217",NA,"admin2013_1"
"1377",2003,0.0099009716971207,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2006,0.00934493373239851,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2007,0.00981414854838958,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2004,0.0102325019190061,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2001,0.00919745092029491,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2002,0.00933440361577305,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2008,0.00971208596763235,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2005,0.00974665456162758,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2015,0.00730680424519239,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2016,0.00720379096526077,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2013,0.0075496042617311,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2014,0.00780299218993292,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2000,0.00905848016686654,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2009,0.00985001854510119,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2017,0.00711730497529007,"Tambacounda","SEN","1","217",NA,"admin2013_1"
"1377",2011,0.00819435366095341,"Tambacounda","SEN","1","217",NA,"admin2013_1"
