"GAUL_CODE","year","hiv_test","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2","shapefile"
"10",2008,0.176338887514098,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2009,0.172925254197483,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2010,0.178796497326328,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2011,0.184481514249931,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2012,0.174308366787351,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2013,0.172818759444295,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2014,0.170641078517973,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2015,0.167729282304478,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2016,0.166337089025874,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"10",2017,0.164149908719889,"30","BWA","Botswana","3","Kgalagadi","10","Gemsbok",NA,NA,"Unknown","Unknown","BWA_adm2"
"11",2000,0.239344376356853,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2001,0.231646851876302,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2002,0.236726346513603,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2003,0.218972988684297,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2004,0.220435758722769,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2005,0.215024547967822,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2006,0.214029960481408,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2007,0.208263650746775,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2008,0.202145546809933,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2009,0.197274548860788,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2010,0.204628561159911,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2011,0.212949005839635,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2012,0.205690673338443,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2013,0.204401758473174,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2014,0.20130855547544,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2015,0.196234229887708,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2016,0.192194190161822,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"11",2017,0.188761723254159,"30","BWA","Botswana","3","Kgalagadi","11","Hukunsti",NA,"Kgalagadi North","Sub-district","Sub-district","BWA_adm2"
"12",2000,0.216015249121788,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2001,0.207573072339928,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2002,0.211228027961102,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2003,0.200896291873246,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2004,0.204233766098883,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2005,0.200966469024953,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2006,0.197816912504116,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2007,0.195497487834296,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2008,0.197100530736491,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2009,0.1944091619633,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2010,0.199013602976119,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2011,0.20342526630647,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2012,0.189346885582745,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2013,0.183077325049827,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2014,0.182037282684404,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2015,0.180118642962905,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2016,0.17960305908839,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"12",2017,0.181201320463742,"30","BWA","Botswana","3","Kgalagadi","12","Tshabong",NA,"Kgalagadi South","Sub-district","Sub-district","BWA_adm2"
"13",2000,0.195146505628199,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2001,0.192414935999281,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2002,0.201550819192862,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2003,0.207010698928996,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2004,0.202068780108232,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2005,0.205284305974434,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2006,0.201974198277418,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2007,0.196483990677363,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2008,0.189390824022698,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2009,0.188505905603722,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2010,0.189383217336828,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2011,0.196250224342348,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2012,0.20489235419253,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2013,0.208194223211389,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2014,0.209010637638382,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2015,0.214659182216527,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2016,0.219518111034481,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"13",2017,0.220768031341099,"30","BWA","Botswana","4","Kgatleng","13","Kgatleng",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"14",2000,0.226408467571597,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2001,0.220161989884109,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2002,0.224280888249761,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2003,0.225203002525981,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2004,0.220985774858499,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2005,0.222745256998075,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2006,0.216624753715016,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2007,0.210684054734359,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2008,0.204828111180408,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2009,0.203903299424872,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2010,0.203410545750684,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2011,0.205860784561254,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2012,0.213779153828461,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2013,0.219932257988641,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2014,0.218162050344413,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2015,0.21939075099271,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2016,0.223336050181545,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"14",2017,0.224523340024548,"30","BWA","Botswana","5","Kweneng","14","Kweneng North",NA,"Kweneng East","Sub-district","Sub-district","BWA_adm2"
"15",2000,0.237471727612773,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2001,0.224665778520918,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2002,0.224624646064642,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2003,0.218435179523417,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2004,0.21445809286838,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2005,0.213485166075513,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2006,0.207730464281286,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2007,0.202198402763762,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2008,0.199220591273586,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2009,0.200437126477218,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2010,0.199191210225848,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2011,0.199527755881845,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2012,0.203454659673646,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2013,0.207939664629646,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2014,0.205673096061163,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2015,0.206008413271448,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2016,0.208427285927088,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"15",2017,0.209343480316341,"30","BWA","Botswana","5","Kweneng","15","Kweneng South",NA,"Kweneng West","Sub-district","Sub-district","BWA_adm2"
"16",2000,0.365869391967505,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2001,0.377405897626873,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2002,0.347684785373319,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2003,0.33754325299037,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2004,0.32529611903608,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2005,0.316377050095529,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2006,0.313766594454857,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2007,0.310336081116748,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2008,0.306676915234105,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2009,0.299175619321834,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2010,0.303026248102583,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2011,0.299432861070933,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2012,0.292520069202188,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2013,0.292502770223991,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2014,0.28875166868662,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2015,0.286291014043561,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2016,0.280221644356911,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"16",2017,0.277315334000105,"30","BWA","Botswana","6","North-East","16","Masungu",NA,"North East and Francistown","Sub-district","Sub-district","BWA_adm2"
"17",2000,0.336898124358875,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2001,0.361272667221503,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2002,0.356982144148574,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2003,0.345380994836268,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2004,0.360883894743004,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2005,0.337148623675793,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2006,0.341647381291658,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2007,0.335563602903769,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2008,0.318015233789797,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2009,0.308573569098494,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2010,0.304606092734632,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2011,0.306461745740041,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2012,0.292029626857262,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2013,0.285117494881547,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2014,0.283456071657773,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2015,0.278320087173057,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2016,0.267424932004621,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"17",2017,0.262691409443102,"30","BWA","Botswana","7","North-West","17","Chobe",NA,NA,"Sub-district","Sub-district","BWA_adm2"
"18",2000,0.265255050461485,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2001,0.278176093167226,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2002,0.279390856396169,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2003,0.260926159545901,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2004,0.260115115783108,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2005,0.247343717301485,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2006,0.26519081638561,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2007,0.269990582428018,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2008,0.254372384530055,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2009,0.23804917710123,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2010,0.223722710966433,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2011,0.216260030492958,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2012,0.205658311150797,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2013,0.195363273504247,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2014,0.194220025256509,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2015,0.188425190207313,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2016,0.182073341148725,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"18",2017,0.179555589635293,"30","BWA","Botswana","7","North-West","18","Ngamiland East",NA,"Ngamiland North","Sub-district","Sub-district","BWA_adm2"
"19",2000,0.244592418974173,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2001,0.258413196130734,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2002,0.262990264485341,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2003,0.241385689616514,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2004,0.238811640434328,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2005,0.229803115027066,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2006,0.244748476374742,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2007,0.245609346515613,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
"19",2008,0.232706604701953,"30","BWA","Botswana","7","North-West","19","Ngamiland West",NA,NA,"Unknown","Unknown","BWA_adm2"
