"GAUL_CODE","year","hiv_test","NAME","COUNTRY_ID","ADMN_LEVEL","PARENT_ID","Area","shapefile"
"2782",2000,0.220664306562663,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2001,0.229978636650825,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2002,0.235558178153449,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2003,0.241294105459301,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2004,0.247170894121822,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2005,0.2574743066578,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2006,0.263459460369226,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2007,0.274926739376453,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2008,0.284655784132756,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2009,0.291803693659584,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2010,0.302335223919163,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2011,0.308346471860359,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2012,0.311043325410496,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2013,0.306970254752366,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2014,0.299113236400532,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2015,0.291326497761323,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2016,0.27989544642955,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2782",2017,0.272214608681783,"Hhohho","SWZ","1","235",NA,"admin2013_1"
"2783",2001,0.224548694145321,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2002,0.234756586200124,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2003,0.242652162357294,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2004,0.249699115163412,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2005,0.255161484320001,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2006,0.263254789681967,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2007,0.272071732763941,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2008,0.283679566439123,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2009,0.297071682958583,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2010,0.309941145235489,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2011,0.314846538047831,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2012,0.316654840899023,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2000,0.217589444874103,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2013,0.316027657700119,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2014,0.311639639229412,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2015,0.302390928287458,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2016,0.293353275702437,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2783",2017,0.283197297485152,"Lubombo","SWZ","1","235",NA,"admin2013_1"
"2784",2000,0.217830137444858,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2001,0.225734191341612,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2002,0.232937558037851,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2003,0.240527276220973,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2004,0.245269685883642,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2005,0.247927619944343,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2006,0.251127215860741,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2007,0.25839089658679,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2008,0.268306429518645,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2009,0.276026417968071,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2010,0.283063008528385,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2011,0.290381312661959,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2012,0.292204260373917,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2013,0.290230515946763,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2014,0.285953576434505,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2015,0.280721880643922,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2016,0.274361355988477,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2784",2017,0.265651509276901,"Manzini","SWZ","1","235",NA,"admin2013_1"
"2785",2015,0.284570985009038,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2016,0.280401943101657,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2017,0.270577176458212,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2005,0.235852678585244,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2006,0.240344208248448,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2007,0.245719939416164,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2008,0.254666948427642,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2009,0.269179024375066,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2010,0.275939033444047,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2011,0.281500143834199,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2012,0.283297291773716,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2013,0.286360468265689,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2014,0.287982922203334,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2000,0.204137856874803,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2001,0.210842882484801,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2002,0.221670622201199,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2003,0.230851326027124,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
"2785",2004,0.238486846225339,"Shiselweni","SWZ","1","235",NA,"admin2013_1"
