"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Bauchi (Azare)",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",1999,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2003,TRUE,299,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2003,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Shira Yana)",2003,TRUE,50,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2005,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2005,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Shira Yana)",2005,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Toro)",2005,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2008,TRUE,296,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2008,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Shira Yana)",2008,TRUE,145,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Toro)",2008,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2010,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2010,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Shira Yana)",2010,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Toro)",2010,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Azare)",2014,TRUE,298,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Bauchi)",2014,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Shira Yana)",2014,TRUE,150,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
"Bauchi (Toro)",2014,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"NGA_25322",0,0,"NGA_25322",NA,NA,NA,NA,NA
