"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"BINZA METEO",1995,TRUE,407,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BINZA METEO",1998,TRUE,480,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BINZA METEO",1993,TRUE,403,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BINZA METEO",1996,TRUE,506,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BINZA METEO",1994,TRUE,467,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BINZA METEO",1992,TRUE,442,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BOKORO",1997,TRUE,484,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BOYAMBI",1999,TRUE,476,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BOYAMBI",1997,TRUE,383,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BOYAMBI",1996,TRUE,506,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"BUNIA",1997,TRUE,333,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CB MATONGE",1987,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CB MATONGE",1988,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CB MATONGE",1989,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CB MATONGE",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CL. NGALIEMA",1989,TRUE,2108,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CL. NGALIEMA",1986,TRUE,2192,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CL. NGALIEMA",1987,TRUE,2000,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CL. NGALIEMA",1991,TRUE,2000,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"CS-SPTK",1990,TRUE,701,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"Cliniques Universitaires",1988,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"Cliniques Universitaires",1989,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"Demba",1997,TRUE,251,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"GOMA",1997,TRUE,501,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1989,TRUE,4656,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1987,TRUE,6000,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1988,TRUE,330,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1991,TRUE,5837,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1985,TRUE,982,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1992,TRUE,5837,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"HGR/Kinshasa",1986,TRUE,5916,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"KABINDA",1997,TRUE,484,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"KASUMBALESA",1990,TRUE,686,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"KIKWIT",1997,TRUE,399,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
"KIMPESE",1990,TRUE,2430,"ancss","15-49","15","35",NA,NA,NA,NA,"COD",0,0,"COD",NA,NA,NA,NA,NA
