"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"BOULBINET",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BOULBINET",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BOULBINET",1995,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIBIA",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GONIA",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GONIA",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GUECKEDOU/CS MANGALA",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GUECKEDOU/CS MANGALA",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KAMSAR",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KAMSAR",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOUNDARA",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LEY SARE",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MANQUEPAS",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MANQUEPAS",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"POUDRIERE",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"SALAMANI",1996,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"ABATTOIRE",2001,TRUE,713,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BOULBINET",2001,TRUE,478,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIBIA",2001,TRUE,713,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIXINN",2001,TRUE,478,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GBESSIA",2001,TRUE,478,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GONIA",2001,TRUE,630,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KAMSAR",2001,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LEY SARE",2001,TRUE,945,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MADINA",2001,TRUE,478,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MANQUEPAS",2001,TRUE,713,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"POUDRIERE",2001,TRUE,945,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"SALAMANI",2001,TRUE,712,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"WANIDARA",2001,TRUE,478,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BATENAFADJI",2004,TRUE,289,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BOULBINET",2004,TRUE,174,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIXINN",2004,TRUE,359,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GBESSIA",2004,TRUE,235,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GONIA",2004,TRUE,406,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GOUECKE",2004,TRUE,237,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOLABOUI",2004,TRUE,234,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KONKOURE",2004,TRUE,100,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOULE",2004,TRUE,234,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOURAMANGUI",2004,TRUE,162,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LAFOU",2004,TRUE,189,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LEY SARE",2004,TRUE,330,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MADINA",2004,TRUE,440,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MISSAMANA",2004,TRUE,181,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"OUREKABA",2004,TRUE,191,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"POUDRIERE",2004,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"SALAMANI",2004,TRUE,333,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"TIMBO",2004,TRUE,123,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"WANIDARA",2004,TRUE,233,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"ABATTOIRE",2008,TRUE,455,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BATENAFADJI",2008,TRUE,318,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"BOULBINET",2008,TRUE,157,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIBIA",2008,TRUE,254,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"DIXINN",2008,TRUE,367,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"FRIGUIAGBE",2008,TRUE,207,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GBESSIA",2008,TRUE,390,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GONIA",2008,TRUE,275,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"GOUECKE",2008,TRUE,220,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KAMSAR",2008,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOLABOUI",2008,TRUE,248,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KONKOURE",2008,TRUE,182,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOULE",2008,TRUE,212,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"KOURAMANGUI",2008,TRUE,287,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LAFOU",2008,TRUE,225,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"LEY SARE",2008,TRUE,494,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MADINA",2008,TRUE,325,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MAMBIA",2008,TRUE,192,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MANQUEPAS",2008,TRUE,430,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"MISSAMANA",2008,TRUE,103,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"OUREKABA",2008,TRUE,176,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"POUDRIERE",2008,TRUE,292,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
"SALAMANI",2008,TRUE,384,"ancss","15-49","15","35",0,0,0,0,"GIN",0,0,"GIN",NA,NA,NA,NA,NA
