"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Andara",1994,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Andara",1996,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Andara",1998,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Andara",1997,TRUE,168,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Andara",1996,TRUE,86,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Engela",1994,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Engela",1996,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Engela",1998,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Engela",1998,TRUE,199,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Engela",1996,TRUE,211,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Gobabis",1992,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Gobabis",1998,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Gobabis",1998,TRUE,231,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Grootfontein",1994,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1992,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1994,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1996,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1998,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1997,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1996,TRUE,231,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katima",1998,TRUE,202,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
"Katutura",1992,TRUE,200,"ancss","15-49","15","35",NA,NA,NA,NA,"NAM",0,0,"NAM",NA,NA,NA,NA,NA
