"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Chelston",1993,TRUE,292,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chelston",1994,TRUE,443,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chelston",1998,TRUE,771,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chilenje",1993,TRUE,280,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chilenje",1994,TRUE,449,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chilenje",1998,TRUE,496,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chipata",1994,TRUE,477,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Chipata",1998,TRUE,481,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Ibenga",1994,TRUE,345,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Ibenga",1998,TRUE,386,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Isoka",1994,TRUE,463,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Isoka",1998,TRUE,577,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Kabompo",1994,TRUE,310,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Kabompo",1998,TRUE,250,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Kabwe",1994,TRUE,485,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Kabwe",1998,TRUE,494,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
"Kalabo",1993,TRUE,292,"ancss","15-49","15","35",NA,NA,NA,NA,"ZMB",0,0,"ZMB",NA,NA,NA,NA,NA
