"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Bahir Dar (HC)",1992,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (HC)",1999,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Estie",1999,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Seya Debir (North Shoa)",1992,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Shola Gebeya (North Shoa)",1992,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (HC)",2001,TRUE,379,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (Hsp)",2001,TRUE,521,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Estie",2001,TRUE,233,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Gonder HC",2001,TRUE,680,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Addis Zemen",2002,TRUE,326,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (HC)",2002,TRUE,520,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (Hsp)",2002,TRUE,400,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Dangla",2002,TRUE,312,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Estie",2002,TRUE,349,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Gonder HC",2002,TRUE,432,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Haik",2002,TRUE,293,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Mertolemariam",2002,TRUE,409,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Addis Zemen",2003,TRUE,314,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (HC)",2003,TRUE,465,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bahir Dar (Hsp)",2003,TRUE,296,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bibugne",2003,TRUE,291,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Bora",2003,TRUE,500,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
"Chara",2003,TRUE,333,"ancss","15-49","15","35",0,0,0,0,"ETH_44854",0,0,"ETH_44854",NA,NA,NA,NA,NA
