"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Bafoussam (Mifi)",1992,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1990,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1991,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1989,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1993,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1994,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1992,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1997,TRUE,411,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1995,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1996,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bamenda (Nkwen)",1998,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bertoua",1992,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bertoua",1994,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bertoua",1995,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Bertoua",1996,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Douala (Ad Lucem, Bonabéri)",1990,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Douala (Ad Lucem, Bonabéri)",1992,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Douala (Ad Lucem, Bonabéri)",1996,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Douala (Ad Lucem, Bonabéri)",1993,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
"Douala (Ad Lucem, Bonabéri)",1994,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"CMR",0,0,"CMR",NA,NA,NA,NA,NA
