"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Akria",1999,TRUE,149,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",1994,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",1999,TRUE,181,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Hagaz Com Hosp",1999,TRUE,162,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Keren",1999,TRUE,462,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Kutmia Com Hosp",1999,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Massawa",1999,TRUE,174,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Mendefera",1999,TRUE,174,"ancss","15-49","15","35",NA,NA,NA,NA,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akria",2003,TRUE,366,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Amatere",2003,TRUE,472,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Areza",2003,TRUE,298,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Asseb",2003,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Barentu",2003,TRUE,420,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",2003,TRUE,600,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Geleb",2003,TRUE,363,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Hagaz Com Hosp",2003,TRUE,88,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haikota",2003,TRUE,446,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haycota",2003,TRUE,453,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Joko",2003,TRUE,433,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Keren",2003,TRUE,434,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Kutmia Com Hosp",2003,TRUE,53,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Massawa",2003,TRUE,474,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Mendefera",2003,TRUE,352,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Serejeka",2003,TRUE,401,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Sheib",2003,TRUE,174,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akordet",2005,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akria",2005,TRUE,307,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Areza",2005,TRUE,304,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Asseb",2005,TRUE,239,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Barentu",2005,TRUE,331,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Dekemhare",2005,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",2005,TRUE,600,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Geleb",2005,TRUE,324,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haycota",2005,TRUE,385,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Keren",2005,TRUE,362,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Massawa",2005,TRUE,411,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Mendefera",2005,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Serejeka",2005,TRUE,326,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Sheib",2005,TRUE,207,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Tesseney",2005,TRUE,322,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akordet",2007,TRUE,251,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akria",2007,TRUE,312,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Areza",2007,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Asseb",2007,TRUE,147,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Barentu",2007,TRUE,331,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Dekemhare",2007,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",2007,TRUE,600,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Geleb",2007,TRUE,342,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haycota",2007,TRUE,386,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Joko Com Hosp",2007,TRUE,136,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Keren",2007,TRUE,365,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Massawa",2007,TRUE,413,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Mendefera",2007,TRUE,304,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Serejeka",2007,TRUE,304,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Sheib",2007,TRUE,210,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Tesseney",2007,TRUE,337,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akordet",2009,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akria",2009,TRUE,310,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Areza",2009,TRUE,304,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Asseb",2009,TRUE,314,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Barentu",2009,TRUE,324,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Dekemhare",2009,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",2009,TRUE,600,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Geleb",2009,TRUE,350,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haycota",2009,TRUE,386,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Keren",2009,TRUE,386,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Massawa",2009,TRUE,413,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Mendefera",2009,TRUE,301,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Serejeka",2009,TRUE,332,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Sheib",2009,TRUE,211,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Tesseney",2009,TRUE,337,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akordet",2011,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Akria",2011,TRUE,307,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Areza",2011,TRUE,302,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Asseb",2011,TRUE,281,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Barentu",2011,TRUE,331,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Dekemhare",2011,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Edaga hamus",2011,TRUE,600,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Geleb",2011,TRUE,328,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
"Haycota",2011,TRUE,280,"ancss","15-49","15","35",0,0,0,0,"ERI",0,0,"ERI",NA,NA,NA,NA,NA
