"clinic","year_id","used","mean","n","type","agegr","age","agspan","ihme_loc_id","lbd_areal","lbd_missing","iso3","site_pred","adm0_mean","adm0_lower","adm0_upper","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Fogo",1995,TRUE,0.0033,300,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1990,TRUE,0.007,711,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1989,TRUE,0.0065,918,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1995,TRUE,0.0037,800,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1992,TRUE,0.0075,400,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1993,TRUE,0.0125,800,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1994,TRUE,0.0137,800,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1996,TRUE,0.008,620,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",1997,TRUE,0.0089,780,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1990,TRUE,0.0037,939,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1989,TRUE,0.0023,618,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1995,TRUE,0,587,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1992,TRUE,0.0025,400,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1993,TRUE,0.004,490,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1994,TRUE,0.0069,575,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1996,TRUE,0.021,380,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"S.Vicente",1997,TRUE,0.0047,417,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sal",1995,TRUE,0,140,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Catarina",1994,TRUE,0.0069,399,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Catarina",1996,TRUE,0.0049,403,"ancss","15-49","15","35","CPV",0,0,"CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Praia",2001,TRUE,0.0103,484,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0170231086025182,0.0072534202431378,0.0041695757946258,0.0117289118898663,NA,NA,NA,NA,NA
"S.Vicente",2001,TRUE,0.0071,562,"ancss","15-49","15","35","CPV",0,0,"CPV",0.00812160953709507,0.0072534202431378,0.0041695757946258,0.0117289118898663,NA,NA,NA,NA,NA
"Praia",2002,TRUE,0.019,313,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0168418940148995,0.00712040636537988,0.0041451914563248,0.011232563426407,NA,NA,NA,NA,NA
"S.Vicente",2002,TRUE,0.009,670,"ancss","15-49","15","35","CPV",0,0,"CPV",0.00798399879984289,0.00712040636537988,0.0041451914563248,0.011232563426407,NA,NA,NA,NA,NA
"Praia",2006,TRUE,0.017,583,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0174268738206839,0.00580809571709082,0.00377536804793568,0.0086266179956762,NA,NA,NA,NA,NA
"S.Vicente",2006,TRUE,0.003,722,"ancss","15-49","15","35","CPV",0,0,"CPV",0.00731914780676317,0.00580809571709082,0.00377536804793568,0.0086266179956762,NA,NA,NA,NA,NA
"Praia",2007,TRUE,0.01,785,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0169290542051804,0.00559487223521758,0.00358209431979136,0.00837424888311593,NA,NA,NA,NA,NA
"S.Vicente",2007,TRUE,0.003,698,"ancss","15-49","15","35","CPV",0,0,"CPV",0.00754204074518007,0.00559487223521758,0.00358209431979136,0.00837424888311593,NA,NA,NA,NA,NA
"Santa Catarina",2007,TRUE,0.006,359,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0150840694116752,0.00559487223521758,0.00358209431979136,0.00837424888311593,NA,NA,NA,NA,NA
"Praia",2008,TRUE,0.009,670,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0168643699184733,0.00550329633698379,0.00333427164280551,0.00878564182618313,NA,NA,NA,NA,NA
"S.Vicente",2008,TRUE,0.003,640,"ancss","15-49","15","35","CPV",0,0,"CPV",0.00747058606197359,0.00550329633698379,0.00333427164280551,0.00878564182618313,NA,NA,NA,NA,NA
"Santa Catarina",2008,TRUE,0,248,"ancss","15-49","15","35","CPV",0,0,"CPV",0.0148188707689166,0.00550329633698379,0.00333427164280551,0.00878564182618313,NA,NA,NA,NA,NA
