"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"CCS HAY",2002,TRUE,60,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC AMB",2002,TRUE,189,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC ARH",2002,TRUE,300,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC BB2",2002,TRUE,165,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC ENG",2002,TRUE,187,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC FH",2002,TRUE,159,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC IB",2002,TRUE,96,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC OPS2",2002,TRUE,178,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CCS HAY",2006,TRUE,364,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CMH ALI SABIEH",2006,TRUE,209,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CMH DIKHIL",2006,TRUE,163,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CMH OBOCK",2006,TRUE,137,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CMH TADJOURAH",2006,TRUE,172,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC AMB",2006,TRUE,185,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC ARH",2006,TRUE,805,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC BB1",2006,TRUE,379,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC BB2",2006,TRUE,429,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC ENG",2006,TRUE,1697,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC FH",2006,TRUE,459,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC IB",2006,TRUE,381,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC KB",2006,TRUE,1197,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
"CSC OPS2",2006,TRUE,650,"ancss","15-49","15","35",0,0,0,0,"DJI",0,0,"DJI",NA,NA,NA,NA,NA
