"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Blantyre",1990,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1991,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1992,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1989,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1985,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1993,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre",1987,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1994,TRUE,250,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1995,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1996,TRUE,400,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1997,TRUE,617,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1998,TRUE,677,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Blantyre Limbe HC",1999,TRUE,681,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
"Gawanani HC",1994,TRUE,100,"ancss","15-49","15","35",NA,NA,NA,NA,"MWI",0,0,"MWI",NA,NA,NA,NA,NA
