"clinic","year_id","used","mean","n","type","agegr","age","agspan","ihme_loc_id","lbd_areal","lbd_missing","iso3","site_pred","adm0_mean","adm0_lower","adm0_upper","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Cancungo",1992,TRUE,0.008,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catio",1992,TRUE,0,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catio",1995,TRUE,0.007,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catio",1998,TRUE,0.009,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabu",1992,TRUE,0.014,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bafata",2000,TRUE,0.055,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0191816454490798,0.030867266306911,0.0215414381801257,0.0423594787879533,NA,NA,NA,NA,NA
"Bissau HNSM",2000,TRUE,0.046,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0219041845137676,0.030867266306911,0.0215414381801257,0.0423594787879533,NA,NA,NA,NA,NA
"Cancungo",2000,TRUE,0.021,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.030867266306911,0.0215414381801257,0.0423594787879533,NA,NA,NA,NA,NA
"Catio",2000,TRUE,0.023,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.030867266306911,0.0215414381801257,0.0423594787879533,NA,NA,NA,NA,NA
"Gabu",2000,TRUE,0.034,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0167986505432503,0.030867266306911,0.0215414381801257,0.0423594787879533,NA,NA,NA,NA,NA
"Bissau HNSM",2001,TRUE,0.051,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0247836683175999,0.0321417446195771,0.0225029282323809,0.0443668958458331,NA,NA,NA,NA,NA
"Bissau HNSM",2002,TRUE,0.05,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0300371174953887,0.0336574368844551,0.0235114999968645,0.045967081566028,NA,NA,NA,NA,NA
"Bissau HNSM",2003,TRUE,0.048,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0347254842643628,0.0365867332067269,0.0260316282512945,0.0501226676935638,NA,NA,NA,NA,NA
"Bissora",2003,TRUE,0.022,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0365867332067269,0.0260316282512945,0.0501226676935638,NA,NA,NA,NA,NA
"Dorce",2003,TRUE,0.006,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0367003567516804,0.0365867332067269,0.0260316282512945,0.0501226676935638,NA,NA,NA,NA,NA
"Tite",2003,TRUE,0.024,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0365867332067269,0.0260316282512945,0.0501226676935638,NA,NA,NA,NA,NA
"Bafata",2004,TRUE,0.07,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0311367927548622,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Bambadinca",2004,TRUE,0.03,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Buba",2004,TRUE,0.07,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Bula",2004,TRUE,0.04,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Cancungo",2004,TRUE,0.07,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Quebo",2004,TRUE,0.02,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0249504106994333,0.0445826860075496,0.0331334772936202,0.0579423178022975,NA,NA,NA,NA,NA
"Bafata",2005,TRUE,0.06,100,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0340555504712044,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Bambadinca",2005,TRUE,0.049,300,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Bissau HNSM",2005,TRUE,0.049,300,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0402798258167306,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"C.S. de Sonaco",2005,TRUE,0.02,200,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0418129377067089,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Catio",2005,TRUE,0.02,204,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Gabu",2005,TRUE,0.041,194,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0270094570711866,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Quebo",2005,TRUE,0.03,200,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0265368438068648,0.0466846248647715,0.0350011789499334,0.060840025851717,NA,NA,NA,NA,NA
"Bafata",2010,TRUE,0.08,401,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0423307549036711,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Bissau HNSM",2010,TRUE,0.054,408,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0392278601266152,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Bissora",2010,TRUE,0.019,412,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Buba",2010,TRUE,0.045,401,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Cancungo",2010,TRUE,0.035,431,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Catio",2010,TRUE,0.048,400,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Dorce",2010,TRUE,0.025,356,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0449335612356663,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Gabu",2010,TRUE,0.086,476,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0381054305852397,0.048194554484232,0.0380604179314601,0.0607506853347925,NA,NA,NA,NA,NA
"Bafata",2014,TRUE,0.106,151,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0397382562433841,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Bambadinca",2014,TRUE,0.0397,151,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Bissau HNSM",2014,TRUE,0.0467,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0370458339879746,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Bissora",2014,TRUE,0.0267,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Buba",2014,TRUE,0.0333,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Bula",2014,TRUE,0.0533,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de Bolama",2014,TRUE,0.03,100,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0430712476372719,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de Bubaque",2014,TRUE,0.0101,99,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0369486026465893,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de Ingore",2014,TRUE,0.0067,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0341123305261135,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de Quinhamel",2014,TRUE,0.0333,100,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0373935736715794,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de S. Domingos",2014,TRUE,0.0467,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0350433625280857,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"C.S. de Sonaco",2014,TRUE,0.0133,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.041096854954958,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Cancungo",2014,TRUE,0.0333,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Catio",2014,TRUE,0.0467,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Dorce",2014,TRUE,0.0067,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0383924730122089,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Gabu",2014,TRUE,0.0336,149,"ancss","15-49","15","35","GNB",0,0,"GNB",0.0408967067473845,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Quebo",2014,TRUE,0.04,150,"ancss","15-49","15","35","GNB",0,0,"GNB",0.039383528985239,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
"Tite",2014,TRUE,0.04,150,"ancss","15-49","15","35","GNB",0,0,"GNB",NA,0.0372458642862058,0.027201357335398,0.0491518961317991,NA,NA,NA,NA,NA
