"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"CSREF COM I",1987,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM I",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM I",1994,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM I",1997,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM I",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM III",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM III",1987,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM III",1997,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM III",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM III",1994,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM V",1987,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM V",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM V",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM V",1994,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF COM V",1997,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF KAYES",1994,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF KOULIKORO",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF KOULIKORO",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF MOPTI",1999,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF MOPTI",1994,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF MOPTI",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
"CSREF SIKASSO",1992,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"MLI",0,0,"MLI",NA,NA,NA,NA,NA
