"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"Bobo-Dioulasso",1989,TRUE,310,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1991,TRUE,267,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1994,TRUE,401,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1996,TRUE,624,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1997,TRUE,448,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1998,TRUE,642,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Bobo-Dioulasso",1999,TRUE,715,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Dedougou",1994,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Dori",1994,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Fada",1994,TRUE,245,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Fada",1989,TRUE,299,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Fada",1995,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Gaoua",1987,TRUE,147,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
"Gaoua",1994,TRUE,261,"ancss","15-49","15","35",NA,NA,NA,NA,"BFA",0,0,"BFA",NA,NA,NA,NA,NA
