"clinic","year_id","used","n","type","agegr","age","agspan","site_pred","adm0_mean","adm0_lower","adm0_upper","ihme_loc_id","lbd_areal","lbd_missing","iso3","adm1_mean","adm1_lower","adm1_upper","iso3_adm1","loc_id_adm1"
"EASTERN CAPE PROVINCE",1993,TRUE,1820,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1995,TRUE,1535,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1996,TRUE,1535,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1997,TRUE,1535,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1998,TRUE,1535,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1999,TRUE,1535,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1992,TRUE,1646,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1991,TRUE,1379,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1990,TRUE,300,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"EASTERN CAPE PROVINCE",1994,TRUE,1491,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1997,TRUE,1060,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1999,TRUE,1060,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1994,TRUE,1030,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1996,TRUE,1060,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1998,TRUE,1060,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1993,TRUE,1257,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1995,TRUE,1060,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1992,TRUE,1137,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1990,TRUE,953,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"FREE STATE PROVINCE",1991,TRUE,953,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1990,TRUE,3500,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1991,TRUE,3084,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1992,TRUE,3681,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1998,TRUE,3433,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1995,TRUE,3433,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1993,TRUE,4070,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1996,TRUE,3433,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1994,TRUE,3335,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1999,TRUE,3433,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"GAUTENG PROVINCE",1997,TRUE,3433,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1996,TRUE,3456,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1994,TRUE,3357,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1995,TRUE,3456,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1997,TRUE,3456,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1998,TRUE,3456,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1999,TRUE,3456,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1990,TRUE,3500,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1991,TRUE,3105,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1992,TRUE,3705,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"KWAZULU-NATAL PROVINCE",1993,TRUE,4097,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"LIMPOPO PROVINCE",1992,TRUE,1895,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"LIMPOPO PROVINCE",1997,TRUE,1767,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"LIMPOPO PROVINCE",1995,TRUE,1767,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
"LIMPOPO PROVINCE",1996,TRUE,1767,"ancss","15-49","15","35",NA,NA,NA,NA,"ZAF_483",0,0,"ZAF_483",NA,NA,NA,NA,NA
